Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Etiqueta de entrega,Entrega compilada:Fecha de entrega,Entrega compilada:Open Contracting ID,compiledRelease/publishedDate,Entrega compilada:Tipo de inicio,Entrega compilada:Comprador:ID de Organización,Entrega compilada:Comprador:Nombre de la Organización,Entrega compilada:Planeación:Presupuesto:Fuente del Presupuesto,Entrega compilada:Planeación:Presupuesto:Título del Proyecto,Entrega compilada:Planeación:Presupuesto:Identificador de proyecto,Entrega compilada:Planeación:Presupuesto:Monto:Monto,Entrega compilada:Planeación:Presupuesto:Monto:Moneda,Entrega compilada:Planeación:Presupuesto:Monto:Nombre de Moneda,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Título de la licitación,Entrega compilada:Licitación:Descripción de la licitación,Entrega compilada:Licitación:Entidad contratante:ID de Organización,Entrega compilada:Licitación:Entidad contratante:Nombre de la Organización,compiledRelease/tender/datePublished,Entrega compilada:Licitación:Método de contratación,Entrega compilada:Licitación:Detalles del método de contratación,Entrega compilada:Licitación:Categoría principal de contratación,Entrega compilada:Licitación:Categorías adicionales de contratación,Entrega compilada:Licitación:Valor:Monto,Entrega compilada:Licitación:Valor:Moneda,Entrega compilada:Licitación:Valor:Nombre de Moneda,compiledRelease/tender/value/amount_PEN,Entrega compilada:Licitación:Periodo de licitación:Fecha de inicio,Entrega compilada:Licitación:Periodo de licitación:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Fecha de inicio,Entrega compilada:Licitación:Periodo de consulta:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Duración (días),Entrega compilada:Licitación:Información Protegida,Entrega compilada:Licitación:Número de licitantes,Entrega compilada:Segmentación:ID,Entrega compilada:Segmentación:Criterio
ocds-dgv273-seacev3-2025-1611-1,ocds-dgv273-seacev3-2025-1611-1-2026-05-13T10:35:15.518799-05:00,compiled,2026-05-13T10:35:15.518786-05:00,ocds-dgv273-seacev3-2025-1611-1,2026-05-13T10:35:15.518804-05:00,tender,PE-CONSUCODE-1611,MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS,Fondos Públicos,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL AA. HH. JOSÉ CARLOS MARIÁTEGUI  Y ANEXOS DISTRITO CHULUCANAS, PROVINCIA DE MORROPON - PIURA",2277465,1887248.07,PEN,Soles,1086074,AS-SM-2-2025-MPM/CH-CS-1,"CONTRATACION DE LA EJECUCION DE LA OBRA:MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL AA. HH. JOSÉ CARLOS MARIÁTEGUI Y ANEXOS DISTRITO CHULUCANAS, PROVINCIA DE MORROPON - PIURA CUI 2277465",PE-CONSUCODE-1611,MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS,2025-01-17T18:02:00-05:00,open,Adjudicación Simplificada,works,works,1887248.07,PEN,Soles,1887248.07,2025-01-17T00:00:00-05:00,2025-01-17T00:00:00-05:00,2025-01-18T00:01:00-05:00,2025-01-22T23:59:00-05:00,4,False,44,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-1003026750-6,ocds-dgv273-seacev3-2025-1003026750-6-2026-05-10T21:37:08.810332-05:00,compiled,2026-05-10T21:37:08.810318-05:00,ocds-dgv273-seacev3-2025-1003026750-6,2026-05-10T21:37:08.810337-05:00,tender,PE-CONSUCODE-205330,HOSPITAL DE LIMA ESTE - VITARTE,Fondos Públicos,,,540000.0,PEN,Soles,1086595,SIE-SIE-6-2024-HLEV-OEC-1,SUMINISTRO DE PETROLEO DIESEL B5-S50 PARA EL HOSPITAL LIMA ESTE VITARTE POR EL PERIODO DE UN AÑO 2024-2025,PE-CONSUCODE-205330,HOSPITAL DE LIMA ESTE - VITARTE,2025-01-24T16:00:00-05:00,open,Subasta Inversa Electrónica,goods,goods,540000.0,PEN,Soles,540000.0,2025-01-24T00:00:00-05:00,2025-01-24T00:00:00-05:00,,,,False,4,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-200418-6,ocds-dgv273-seacev3-2025-200418-6-2026-05-10T21:36:58.699912-05:00,compiled,2026-05-10T21:36:58.699898-05:00,ocds-dgv273-seacev3-2025-200418-6,2026-05-10T21:36:58.699917-05:00,tender,PE-CONSUCODE-200418,MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,Fondos Públicos,,,228960.0,PEN,Soles,1087460,AS-SM-2-2025-CS/MIDIS-1,SERVICIO DE ESTACIONAMIENTO PARA LAS UNIDADES VEHICULARES DE LA SEDE CENTRAL DEL MINISTERIO DE DESARROLLO E INCLUSIÓN SOCIAL,PE-CONSUCODE-200418,MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,2025-01-30T19:12:00-05:00,open,Adjudicación Simplificada,services,services,228960.0,PEN,Soles,228960.0,2025-01-30T00:00:00-05:00,2025-01-30T00:00:00-05:00,2025-01-31T00:01:00-05:00,2025-02-03T23:59:00-05:00,3,False,4,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-1369-6,ocds-dgv273-seacev3-2025-1369-6-2026-05-08T10:36:44.771880-05:00,compiled,2026-05-08T10:36:44.771868-05:00,ocds-dgv273-seacev3-2025-1369-6,2026-05-08T10:36:44.771886-05:00,tender,PE-CONSUCODE-1369,MUNICIPALIDAD DISTRITAL DE IMPERIAL,Fondos Públicos,,,342008.0,PEN,Soles,1087068,AS-SM-1-2025-MDI-OEC-1,ADQUISICIÓN DE COMBUSTIBLE PARA LOS DIFERENTES VEHÍCULOS DE LA MUNICIPALIDAD DISTRITAL DE IMPERIAL,PE-CONSUCODE-1369,MUNICIPALIDAD DISTRITAL DE IMPERIAL,2025-01-28T18:37:00-05:00,open,Adjudicación Simplificada,goods,goods,342008.0,PEN,Soles,342008.0,2025-01-28T00:00:00-05:00,2025-01-28T00:00:00-05:00,2025-01-29T00:01:00-05:00,2025-01-30T23:59:00-05:00,1,False,2,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-200021-2,ocds-dgv273-seacev3-2025-200021-2-2026-04-29T10:18:11.992999-05:00,compiled,2026-04-29T10:18:11.992986-05:00,ocds-dgv273-seacev3-2025-200021-2,2026-04-29T10:18:11.993004-05:00,tender,PE-CONSUCODE-200021,AGENCIA PERUANA DE COOPERACION INTERNACIONAL,Fondos Públicos,,,386570.0,PEN,Soles,1087159,AS-SM-1-2025-APCI-1,CONTRATACION DEL SERVICIO DE AGENCIAMIENTO DE PASAJES INTERNACIONALES PARA LA AGENCIA PERUANA DE COOPERACION INTERNACIONAL (APCI),PE-CONSUCODE-200021,AGENCIA PERUANA DE COOPERACION INTERNACIONAL,2025-01-31T17:11:00-05:00,open,Adjudicación Simplificada,services,services,386570.0,PEN,Soles,386570.0,2025-01-31T00:00:00-05:00,2025-01-31T00:00:00-05:00,2025-02-01T00:01:00-05:00,2025-02-04T23:59:00-05:00,3,False,6,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-47-37,ocds-dgv273-seacev3-2025-47-37-2026-04-26T10:13:29.514943-05:00,compiled,2026-04-26T10:13:29.514931-05:00,ocds-dgv273-seacev3-2025-47-37,2026-04-26T10:13:29.514948-05:00,tender,PE-CONSUCODE-47,GOBIERNO REGIONAL DE PASCO SEDE CENTRAL,Fondos Públicos,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL ESTADIO DEL CENTRO POBLADO DE CHINCHAN   DISTRITO DE HUARIACA DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO,2634455,75027.99,PEN,Soles,1087443,AS-SM-15-2025-CS-GRP-1,"CONTRATACION DEL SERVICIO DE CONSULTORIA DE OBRA PARA LA SUPERVISION DE LA OBRA: ""CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y-O RECREATIVA EN EL ESTADIO DEL CENTRO POBLADO DE CHINCHAN DISTRITO DE HUARIACA DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO"" CON CUI N 2634455",PE-CONSUCODE-47,GOBIERNO REGIONAL DE PASCO SEDE CENTRAL,2025-01-30T18:12:00-05:00,open,Adjudicación Simplificada,services,services,75027.99,PEN,Soles,75027.99,2025-01-30T00:00:00-05:00,2025-01-30T00:00:00-05:00,2025-01-31T00:01:00-05:00,2025-02-03T23:59:00-05:00,3,False,10,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1105226,ocds-dgv273-seacev3-1105226-2026-04-25T10:19:29.826313-05:00,compiled,2026-04-25T10:19:29.826300-05:00,ocds-dgv273-seacev3-1105226,2026-04-25T10:19:29.826318-05:00,tender,PE-CONSUCODE-1972,INSTITUTO NACIONAL DE INNOVACION AGRARIA - INIA,Fondos Públicos,"MEJORAMIENTO DE LOS SERVICIOS DE INVESTIGACIÓN Y TRANSFERENCIA DE TECNOLOGÍAS PARA EL MANEJO SOSTENIBLE DE LA GANADERÍA CAPRINA EN BOSQUE SECO Y COSTA CENTRAL EN LOS DEPARTAMENTOS DE TUMBES, PIURA, LAMBAYEQUE, AMAZONAS, LA LIBERTAD, ANCASH Y LIMA.  DISTRITO DE - TODOS - - PROVINCIA DE - TODOS - - DEPARTAMENTO DE -MUL.DEP-",2506684,2724881.52,PEN,Soles,1105226,AS-SM-1-2025-INIA-1,"EJECUCIÓN DE OBRA: CONSTRUCCIÓN DEL MÓDULO DE INVESTIGACIÓN Y TRANSFERENCIA DE TECNOLOGÍA EN GANADERÍA CAPRINA EN LA ESTACIÓN EXPERIMENTAL AGRARIA DONOSO, EN EL MARCO DEL PI CON CUI 2506684",PE-CONSUCODE-1972,INSTITUTO NACIONAL DE INNOVACION AGRARIA - INIA,2025-01-31T20:33:00-05:00,open,Adjudicación Simplificada,works,works,2724881.52,PEN,Soles,2724881.52,2025-01-31T00:00:00-05:00,2025-01-31T00:00:00-05:00,2025-02-01T00:01:00-05:00,2025-02-05T23:59:00-05:00,4,False,89,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-200025-12,ocds-dgv273-seacev3-2025-200025-12-2026-04-24T10:18:44.933960-05:00,compiled,2026-04-24T10:18:44.933948-05:00,ocds-dgv273-seacev3-2025-200025-12,2026-04-24T10:18:44.933966-05:00,tender,PE-CONSUCODE-200025,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN LOS DISTRITOS DE NUEVO CHIMBOTE Y CHIMBOTE DE LA  PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH,2532566,42000.0,PEN,Soles,1091897,CONV-PROC-2-2025-PNSU/UGP-PTAR-1,ASISTENTE TECNICO DE LA UGP-PTAR,PE-CONSUCODE-200025,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,2025-02-21T10:44:00-05:00,open,Convenio,services,services,42000.0,PEN,Soles,42000.0,2025-01-13T00:00:00-05:00,2025-01-13T00:00:00-05:00,,,,False,1,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-2364-25,ocds-dgv273-seacev3-2025-2364-25-2026-04-24T10:18:33.937695-05:00,compiled,2026-04-24T10:18:33.937682-05:00,ocds-dgv273-seacev3-2025-2364-25,2026-04-24T10:18:33.937701-05:00,tender,PE-CONSUCODE-2364,ENTIDAD PRESTADORA  DE SERVICIO DE SANEAMIENTO DE CUSCO S.A.,Fondos Públicos,,,1434435.98,PEN,Soles,1085959,CP-SM-1-2025-EPS. SEDACUSCO S.A.-1,SERVICIO DE SEGUROS PATRIMONIALES PARA LA EPS SEDACUSCO S.A. 2025 - 2026,PE-CONSUCODE-2364,ENTIDAD PRESTADORA  DE SERVICIO DE SANEAMIENTO DE CUSCO S.A.,2025-01-15T15:27:00-05:00,open,Concurso Público,services,services,1434435.98,PEN,Soles,1434435.98,2025-01-15T00:00:00-05:00,2025-01-15T00:00:00-05:00,2025-01-16T00:01:00-05:00,2025-01-31T23:59:00-05:00,15,False,8,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1088785,ocds-dgv273-seacev3-1088785-2026-04-23T10:35:58.102508-05:00,compiled,2026-04-23T10:35:58.102494-05:00,ocds-dgv273-seacev3-1088785,2026-04-23T10:35:58.102513-05:00,tender,PE-CONSUCODE-34,GOBIERNO REGIONAL DE AREQUIPA Sede Central,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD EN LA VIA AR-116 (EMP. PE34C - DESVIO CAYMA - CABRERIA-EMP- PE 34A - PAMPA CAÑAHUAS) EN LOS DISTRITOS DE CAYMA Y YURA DE LA  PROVINCIA DE AREQUIPA - DEPARTAMENTO DE AREQUIPA,2519181,196359465.7,PEN,Soles,1088785,AS-SM-307-2024-GRA-2,ELABORACION DE EXPEDIENTE TECNICO Y EJECUCION DEL PROYECTO: MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD EN LA VIA AR-116 (EMP. PE34C-DESVIO CAYMA-CABRERIA-EMP. PE 34A - PAMPA CAÑAHUAS) EN LOS DISTRITOS DE CAYMA Y YURA DE LA PROVINCIA DE AREQUIPA - DEPARTAMENTO DE AREQUIPA¿  CON CUI: 2519181,PE-CONSUCODE-34,GOBIERNO REGIONAL DE AREQUIPA Sede Central,2025-01-23T18:20:00-05:00,open,Adjudicación Simplificada,works,works,196359465.7,PEN,Soles,196359465.7,2025-01-23T00:00:00-05:00,2025-01-23T00:00:00-05:00,2025-01-24T00:01:00-05:00,2025-01-28T23:59:00-05:00,4,False,70,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-1903-44,ocds-dgv273-seacev3-2025-1903-44-2026-04-19T10:08:26.418704-05:00,compiled,2026-04-19T10:08:26.418691-05:00,ocds-dgv273-seacev3-2025-1903-44,2026-04-19T10:08:26.418710-05:00,tender,PE-CONSUCODE-1903,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN,Fondos Públicos,,,2217600.0,PEN,Soles,1086834,CP-SM-1-2025-UNHEVAL/CS-1,"CONTRATACIÓN DE SERVICIO DE SEGURIDAD Y VIGILANCIA PARA LOS PABELLONES DE LA CIUDAD UNIVERSITARIA DE CAYHUAYNA, COMPLEJO RECREACIONAL TURISMO KOTOSH, CENTRO RECREACIONAL KOTOSH, CENTRO DE INVESTIGACIÓN FRUTICOLA-OLERICOLA, FACULTAD DE CIENCIAS AGRARIAS, FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,",PE-CONSUCODE-1903,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN,2025-01-27T11:03:00-05:00,open,Concurso Público,services,services,2217600.0,PEN,Soles,2217600.0,2025-01-27T00:00:00-05:00,2025-01-27T00:00:00-05:00,2025-01-28T00:01:00-05:00,2025-02-11T23:59:00-05:00,14,False,11,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-137923-4,ocds-dgv273-seacev3-2025-137923-4-2026-04-17T10:28:02.262673-05:00,compiled,2026-04-17T10:28:02.262659-05:00,ocds-dgv273-seacev3-2025-137923-4,2026-04-17T10:28:02.262678-05:00,tender,PE-CONSUCODE-203226,UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD,Fondos Públicos,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD NUEVO ANDOAS,  DISTRITO DE ANDOAS - PROVINCIA DE DATEM DEL MARAÑON - DEPARTAMENTO DE LORETO",2469195,4077314.18,PEN,Soles,1085725,CP-SM-1-2025-PRONIS-1,"SUPERVISION DEL SALDO DEL PLAN CONTINGENCIA Y SUPERVISION DE LA OBRA PRINCIPAL DEL PROYECTO MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD DE NUEVO ANDOAS, DISTRITO DE ANDOAS, PROVINCIA DE DATEM DEL MARAÑON, DEPARTAMENTO DE LORETO 2469195",PE-CONSUCODE-203226,UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD,2025-01-09T18:36:00-05:00,open,Concurso Público,services,services,4077314.18,PEN,Soles,4077314.18,2025-01-09T00:00:00-05:00,2025-01-09T00:00:00-05:00,2025-01-10T00:01:00-05:00,2025-01-23T23:59:00-05:00,13,False,46,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1085253,ocds-dgv273-seacev3-1085253-2026-04-16T10:35:22.617817-05:00,compiled,2026-04-16T10:35:22.617804-05:00,ocds-dgv273-seacev3-1085253,2026-04-16T10:35:22.617823-05:00,tender,PE-CONSUCODE-1025,MUNICIPALIDAD PROVINCIAL DE ICA,Fondos Públicos,,,12997299.89,PEN,Soles,1085253,LP-SM-12-2024-CS/MPI-1,"Ejecución de obra denominado: ¿MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE MOVILIDAD URBANA EN LA VÍA PROLONGACIÓN CALLE EL DIQUE (PUENTE BERNALES), DISTRITO DE ICA DE LA PROVINCIA DE ICA DEL DEPARTAMENTO DE ICA¿, CON CÓDIGO ÚNICO DE INVERSIONES N° 2614897",PE-CONSUCODE-1025,MUNICIPALIDAD PROVINCIAL DE ICA,2025-01-02T07:07:00-05:00,open,Licitación Pública,works,works,12997299.89,PEN,Soles,12997299.89,2025-01-02T00:00:00-05:00,2025-01-02T00:00:00-05:00,2025-01-03T00:01:00-05:00,2025-01-17T23:59:00-05:00,14,False,59,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1087124,ocds-dgv273-seacev3-1087124-2026-04-12T10:04:51.114048-05:00,compiled,2026-04-12T10:04:51.114036-05:00,ocds-dgv273-seacev3-1087124,2026-04-12T10:04:51.114054-05:00,tender,PE-CONSUCODE-200092,MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,Fondos Públicos,,,607200.0,PEN,Soles,1087124,CP-SM-1-2025-MDPM/CS-1,"CONTRATACIÓN DEL SERVICIO DE ALQUILER DE CINCO (05) CAMIONES VOLQUETE CON CAPACIDAD DE 15 M3 A MAS, PARA PRESTAR SERVICIOS EN TRABAJOS DE RECOJO DE RESIDUOS SÓLIDOS EN EL DISTRITO DE PILLCO MARCA PARA EL AÑO FISCAL 2025",PE-CONSUCODE-200092,MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,2025-01-09T23:15:00-05:00,open,Concurso Público,services,services,607200.0,PEN,Soles,607200.0,2025-01-09T00:00:00-05:00,2025-01-09T00:00:00-05:00,2025-01-10T00:01:00-05:00,2025-01-24T23:59:00-05:00,14,False,17,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-200537-21,ocds-dgv273-seacev3-2025-200537-21-2026-04-12T10:04:41.411164-05:00,compiled,2026-04-12T10:04:41.411152-05:00,ocds-dgv273-seacev3-2025-200537-21,2026-04-12T10:04:41.411170-05:00,tender,PE-CONSUCODE-200537,UNIDAD EJECUTORA 003 GESTION INTEGRAL DE LA CALIDAD AMBIENTAL,Fondos Públicos,"RECUPERACION DE ÁREAS DEGRADADAS POR RESIDUOS SÓLIDOS EN EL SECTOR PAMPA CARBONERA,  DISTRITO DE NUEVO CHIMBOTE - PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH",2333916,421711.15,PEN,Soles,1088347,CONV-PROC-8-2025-SBCC-JICA2-1,"CONSULTORIA PARA LA SUPERVISIÓN DE LA OBRA DE RECUPERACIÓN DE ÁREAS DEGRADADAS POR RESIDUOS SÓLIDOS EN EL SECTOR PAMPA CARBONERA, DISTRITO DE NUEVO CHIMBOTE, PROVINCIA DEL SANTA, DEPARTAMENTO DE ANCASH, IDENTIFICADO CON CÓDIGO ÚNICO N° 2333916",PE-CONSUCODE-200537,UNIDAD EJECUTORA 003 GESTION INTEGRAL DE LA CALIDAD AMBIENTAL,2025-02-05T19:32:00-05:00,open,Convenio,services,services,421711.15,PEN,Soles,421711.15,2025-01-31T00:00:00-05:00,2025-01-31T00:00:00-05:00,,,,False,3,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-137923-10,ocds-dgv273-seacev3-2025-137923-10-2026-04-12T10:04:41.381282-05:00,compiled,2026-04-12T10:04:41.381270-05:00,ocds-dgv273-seacev3-2025-137923-10,2026-04-12T10:04:41.381288-05:00,tender,PE-CONSUCODE-203226,UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO CELENDIN DEL DISTRITO DE CELENDIN - PROVINCIA DE CELENDIN - DEPARTAMENTO DE CAJAMARCA,2534855,16242193.78,PEN,Soles,1086669,CP-SM-3-2025-PRONIS-1,"SUPERVISION DEL PLAN DE CONTINGENCIA Y OBRA PRINCIPAL DEL PROYECTO MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO CELENDÍN, DISTRITO DE CELENDIN PROVINCIA DE CELENDÍN, DEPARTAMENTO DE CAJAMARCA CON CUI 2534855",PE-CONSUCODE-203226,UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD,2025-01-23T19:44:00-05:00,open,Concurso Público,services,services,16242193.78,PEN,Soles,16242193.78,2025-01-23T00:00:00-05:00,2025-01-23T00:00:00-05:00,2025-01-24T00:01:00-05:00,2025-02-07T23:59:00-05:00,14,False,48,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1166436,ocds-dgv273-seacev3-1166436-2026-04-12T10:04:30.849070-05:00,compiled,2026-04-12T10:04:30.849055-05:00,ocds-dgv273-seacev3-1166436,2026-04-12T10:04:30.849075-05:00,tender,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,Fondos Públicos,,,,,,1166436,LP-SM-1-2025-ESSALUD/GCL.-1,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA, MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL II VITARTE DE LA RED ASISTENCIAL ALMENARA-ESSALUD, DISTRITO DE ATE VITARTE, PROVINCIA DE LIMA Y DEPARTAMENTO DE LIMA-CUI N  2255359",PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2025-01-13T22:39:00-05:00,open,Licitación Pública,works,works,363750080.34,PEN,Soles,363750080.34,2025-01-13T00:00:00-05:00,2025-01-13T00:00:00-05:00,2025-01-14T00:01:00-05:00,2025-01-27T23:59:00-05:00,13,True,,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1181928,ocds-dgv273-seacev3-1181928-2026-04-09T10:17:45.319753-05:00,compiled,2026-04-09T10:17:45.319737-05:00,ocds-dgv273-seacev3-1181928,2026-04-09T10:17:45.319758-05:00,tender,PE-CONSUCODE-200025,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,Fondos Públicos,,,3425.0,PEN,Soles,1181928,CONV-PROC-2-2025-PNSU-UGPPBID-CD-1,CD 02 ADQUISICIÓN DE CAJAS DE ARCHIVO PARA LA UNIDAD DE GESTIÓN DEL PROGRAMAS Y PROYECTOS BID,PE-CONSUCODE-200025,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,2025-12-29T16:14:00-05:00,open,Convenio,goods,goods,3425.0,PEN,Soles,3425.0,2025-01-17T00:00:00-05:00,2025-01-17T00:00:00-05:00,,,,False,2,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1181964,ocds-dgv273-seacev3-1181964-2026-04-09T10:17:34.426377-05:00,compiled,2026-04-09T10:17:34.426363-05:00,ocds-dgv273-seacev3-1181964,2026-04-09T10:17:34.426382-05:00,tender,PE-CONSUCODE-200025,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,Fondos Públicos,,,4080.0,PEN,Soles,1181964,CONV-PROC-5-2025-PNSU-UGPPBID-CD-1,CD 05 ADQUISICION DE SILLAS FIJAS DE METAL PARA LA UNIDAD DE GESTIÓN DE PROGRAMAS Y PROYECTOS BID,PE-CONSUCODE-200025,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,2025-12-29T16:36:00-05:00,open,Convenio,goods,goods,4080.0,PEN,Nuevos Soles,4080.0,2025-01-20T00:00:00-05:00,2025-01-20T00:00:00-05:00,,,,False,2,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1181693,ocds-dgv273-seacev3-1181693-2026-04-09T10:17:34.050362-05:00,compiled,2026-04-09T10:17:34.050347-05:00,ocds-dgv273-seacev3-1181693,2026-04-09T10:17:34.050368-05:00,tender,PE-CONSUCODE-200025,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,Fondos Públicos,,,33000.0,PEN,Soles,1181693,CONV-PROC-3-2025-PNSU-UGPPBID-CD-1,CD 03 CONTRATACIÓN DEL SERVICIO DE IMPLEMENTACION DE SERVIDOR EN LA NUBE PARA EL DESPLIEGE DE LA PLATAFORMA GEORREFERENCIADA DE MONITOREO DE OBRA PERTENECIENTE AL PNSU,PE-CONSUCODE-200025,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,2025-12-29T09:26:00-05:00,open,Convenio,services,services,33000.0,PEN,Nuevos Soles,33000.0,2025-01-20T00:00:00-05:00,2025-01-20T00:00:00-05:00,,,,False,1,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-1326-6,ocds-dgv273-seacev3-2025-1326-6-2026-04-09T10:17:10.035289-05:00,compiled,2026-04-09T10:17:10.035272-05:00,ocds-dgv273-seacev3-2025-1326-6,2026-04-09T10:17:10.035294-05:00,tender,PE-CONSUCODE-1326,MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR,Fondos Públicos,,,8350592.0,PEN,Soles,1087209,CP-SM-1-2025-CS-MDMM-1,"SERVICIO DE PROVISIÓN, IMPLEMENTACION, OPERACION, ADMINISTRACIÓN, MONTAJE Y MANTENIMIENTO (CORRECTIVO Y PREVENTIVO) DE UN SISTEMA INTEGRAL PARA LA GESTION DE CONTROL DE TRANSITO A TRAVES DE DISPOSITIVOS TECNOLOGICOS PARA DETECCIÓN DE INFRACCIONES POR EXCESO DE VELOCIDAD Y EVASION DE SEMAFORO EN ROJO",PE-CONSUCODE-1326,MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR,2025-01-30T18:58:00-05:00,open,Concurso Público,services,services,8350592.0,PEN,Soles,8350592.0,2025-01-30T00:00:00-05:00,2025-01-30T00:00:00-05:00,2025-01-31T00:01:00-05:00,2025-02-13T23:59:00-05:00,13,False,14,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
